Open Circuits miRNA_TF_mRNA 1


TF		miRNA		mRNA
SMAD4	|------	miR-205-5p	------|	MMAB

SMAD4	|------	miR-205-5p	------|	NCOA1

SMAD4	|------	miR-205-5p	------|	NFIB

SMAD4	|------	miR-205-5p	------|	NFIX

SMAD4	|------	miR-205-5p	------|	NOTCH2

SMAD4	|------	miR-205-5p	------|	NR3C2

SMAD4	|------	miR-205-5p	------|	NR6A1

SMAD4	|------	miR-205-5p	------|	NUP62CL

SMAD4	|------	miR-205-5p	------|	PAFAH1B1

SMAD4	|------	miR-205-5p	------|	PJA2

SMAD4	|------	miR-205-5p	------|	PROX1

SMAD4	|------	miR-205-5p	------|	RBMS1

SMAD4	|------	miR-205-5p	------|	RND3

SMAD4	|------	miR-205-5p	------|	RNF207

SMAD4	|------	miR-205-5p	------|	SHROOM3

SMAD4	|------	miR-205-5p	------|	SORBS1

SMAD4	|------	miR-205-5p	------|	SP6

SMAD4	|------	miR-205-5p	------|	SRGAP1

SMAD4	|------	miR-205-5p	------|	STON2

SMAD4	|------	miR-205-5p	------|	TBC1D13

SMAD4	|------	miR-205-5p	------|	TEAD1

SMAD4	|------	miR-205-5p	------|	TFDP2

SMAD4	|------	miR-205-5p	------|	TGFA

SMAD4	|------	miR-205-5p	------|	TIAL1

SMAD4	|------	miR-205-5p	------|	TNR

SMAD4	|------	miR-205-5p	------|	TNS1

SMAD4	|------	miR-205-5p	------|	TPP2

SMAD4	|------	miR-205-5p	------|	TSC22D1

SMAD4	|------	miR-205-5p	------|	YAP1

SMAD4	|------	miR-205-5p	------|	ZBTB20

SMAD4	|------	miR-205-5p	------|	ZFYVE16

SMAD4	|------	miR-205-5p	------|	ZHX3

SP4	|------	miR-205-5p	------|	ACSL1

SP4	|------	miR-205-5p	------|	AMOT

SP4	|------	miR-205-5p	------|	CADM1

SP4	|------	miR-205-5p	------|	CASD1

SP4	|------	miR-205-5p	------|	CDH19

SP4	|------	miR-205-5p	------|	CLDN11

SP4	|------	miR-205-5p	------|	COMMD10

SP4	|------	miR-205-5p	------|	CTH

SP4	|------	miR-205-5p	------|	DCDC2

SP4	|------	miR-205-5p	------|	DSC1

SP4	|------	miR-205-5p	------|	DSC3

SP4	|------	miR-205-5p	------|	DST

SP4	|------	miR-205-5p	------|	ERRFI1

SP4	|------	miR-205-5p	------|	EVA1C

SP4	|------	miR-205-5p	------|	FAM126A

SP4	|------	miR-205-5p	------|	FZD3

SP4	|------	miR-205-5p	------|	GRAMD2

SP4	|------	miR-205-5p	------|	GRB10

SP4	|------	miR-205-5p	------|	H2AFJ

SP4	|------	miR-205-5p	------|	HOXD9

SP4	|------	miR-205-5p	------|	HS3ST1

SP4	|------	miR-205-5p	------|	INSR

SP4	|------	miR-205-5p	------|	KCND3

SP4	|------	miR-205-5p	------|	LYPD6

SP4	|------	miR-205-5p	------|	LYSMD4

SP4	|------	miR-205-5p	------|	MAGI1

SP4	|------	miR-205-5p	------|	MMAB

SP4	|------	miR-205-5p	------|	NCOA1

SP4	|------	miR-205-5p	------|	NFIB

SP4	|------	miR-205-5p	------|	NFIX

SP4	|------	miR-205-5p	------|	NOTCH2

SP4	|------	miR-205-5p	------|	NR3C2

SP4	|------	miR-205-5p	------|	NR6A1

SP4	|------	miR-205-5p	------|	NUP62CL

SP4	|------	miR-205-5p	------|	PAFAH1B1

SP4	|------	miR-205-5p	------|	PJA2

SP4	|------	miR-205-5p	------|	PROX1

SP4	|------	miR-205-5p	------|	RBMS1

SP4	|------	miR-205-5p	------|	RND3

SP4	|------	miR-205-5p	------|	RNF207

SP4	|------	miR-205-5p	------|	SHROOM3

SP4	|------	miR-205-5p	------|	SORBS1

SP4	|------	miR-205-5p	------|	SP6

SP4	|------	miR-205-5p	------|	SRGAP1

SP4	|------	miR-205-5p	------|	STON2

SP4	|------	miR-205-5p	------|	TBC1D13

SP4	|------	miR-205-5p	------|	TEAD1

SP4	|------	miR-205-5p	------|	TFDP2

SP4	|------	miR-205-5p	------|	TGFA

SP4	|------	miR-205-5p	------|	TIAL1

SP4	|------	miR-205-5p	------|	TNR

SP4	|------	miR-205-5p	------|	TNS1

SP4	|------	miR-205-5p	------|	TPP2

SP4	|------	miR-205-5p	------|	TSC22D1

SP4	|------	miR-205-5p	------|	YAP1

SP4	|------	miR-205-5p	------|	ZBTB20

SP4	|------	miR-205-5p	------|	ZFYVE16

SP4	|------	miR-205-5p	------|	ZHX3

AFF4	|------	miR-218-5p	------|	ACSL1

AFF4	|------	miR-218-5p	------|	ACTN1

AFF4	|------	miR-218-5p	------|	ADARB1

AFF4	|------	miR-218-5p	------|	ANKRD40

AFF4	|------	miR-218-5p	------|	APH1B

AFF4	|------	miR-218-5p	------|	ARHGAP5

AFF4	|------	miR-218-5p	------|	BAZ2B

AFF4	|------	miR-218-5p	------|	BBX

AFF4	|------	miR-218-5p	------|	C1orf21

AFF4	|------	miR-218-5p	------|	CA2

AFF4	|------	miR-218-5p	------|	CAB39L

AFF4	|------	miR-218-5p	------|	CADM2

AFF4	|------	miR-218-5p	------|	CALN1

AFF4	|------	miR-218-5p	------|	CBX7

AFF4	|------	miR-218-5p	------|	CDCA7L

AFF4	|------	miR-218-5p	------|	CDH2

AFF4	|------	miR-218-5p	------|	CELF1

AFF4	|------	miR-218-5p	------|	CHL1

AFF4	|------	miR-218-5p	------|	CLDN2

AFF4	|------	miR-218-5p	------|	CNN1

AFF4	|------	miR-218-5p	------|	CNOT6L

AFF4	|------	miR-218-5p	------|	CNOT7

AFF4	|------	miR-218-5p	------|	COPS7B

AFF4	|------	miR-218-5p	------|	CTDSPL

AFF4	|------	miR-218-5p	------|	DCBLD2

AFF4	|------	miR-218-5p	------|	DCUN1D1

AFF4	|------	miR-218-5p	------|	DKK3

AFF4	|------	miR-218-5p	------|	DST

AFF4	|------	miR-218-5p	------|	ELOVL5

AFF4	|------	miR-218-5p	------|	EPHA7

AFF4	|------	miR-218-5p	------|	ERRFI1

AFF4	|------	miR-218-5p	------|	FAM126A

AFF4	|------	miR-218-5p	------|	FAM171B

AFF4	|------	miR-218-5p	------|	FGD4

AFF4	|------	miR-218-5p	------|	FGFR2

AFF4	|------	miR-218-5p	------|	FHOD3

AFF4	|------	miR-218-5p	------|	FOXN3

AFF4	|------	miR-218-5p	------|	FRMD4A

AFF4	|------	miR-218-5p	------|	FRMD4B

AFF4	|------	miR-218-5p	------|	FRZB

AFF4	|------	miR-218-5p	------|	FUT9

AFF4	|------	miR-218-5p	------|	GATC

AFF4	|------	miR-218-5p	------|	GFPT1

AFF4	|------	miR-218-5p	------|	GFRA1

AFF4	|------	miR-218-5p	------|	GNAS

AFF4	|------	miR-218-5p	------|	GPRC5B

AFF4	|------	miR-218-5p	------|	GTF2H3

AFF4	|------	miR-218-5p	------|	HLF

AFF4	|------	miR-218-5p	------|	HNRNPA3

AFF4	|------	miR-218-5p	------|	HOXD10

AFF4	|------	miR-218-5p	------|	HPGD

AFF4	|------	miR-218-5p	------|	INHBB

AFF4	|------	miR-218-5p	------|	KCNE1

AFF4	|------	miR-218-5p	------|	KCNH1

AFF4	|------	miR-218-5p	------|	KCNIP3

AFF4	|------	miR-218-5p	------|	KCTD9

AFF4	|------	miR-218-5p	------|	KIAA1324

AFF4	|------	miR-218-5p	------|	KIT

AFF4	|------	miR-218-5p	------|	KLF8

AFF4	|------	miR-218-5p	------|	KLHL13

AFF4	|------	miR-218-5p	------|	LIN7A

AFF4	|------	miR-218-5p	------|	LPP

AFF4	|------	miR-218-5p	------|	MAPK8IP3

AFF4	|------	miR-218-5p	------|	MME

AFF4	|------	miR-218-5p	------|	MPPED2

AFF4	|------	miR-218-5p	------|	MTHFSD

AFF4	|------	miR-218-5p	------|	NFIX

AFF4	|------	miR-218-5p	------|	NPY1R

AFF4	|------	miR-218-5p	------|	PAK3

AFF4	|------	miR-218-5p	------|	PCDHB16

AFF4	|------	miR-218-5p	------|	PDGFRA

AFF4	|------	miR-218-5p	------|	PIK3C2A

AFF4	|------	miR-218-5p	------|	PIK3R1

AFF4	|------	miR-218-5p	------|	PPP1CB

AFF4	|------	miR-218-5p	------|	PPP6C

AFF4	|------	miR-218-5p	------|	PROX1

AFF4	|------	miR-218-5p	------|	PTPRK

AFF4	|------	miR-218-5p	------|	PUM1

AFF4	|------	miR-218-5p	------|	QSER1

AFF4	|------	miR-218-5p	------|	RAPGEF2

AFF4	|------	miR-218-5p	------|	RAPGEF4

AFF4	|------	miR-218-5p	------|	RASAL2

AFF4	|------	miR-218-5p	------|	RASGEF1A

AFF4	|------	miR-218-5p	------|	RIMS3

AFF4	|------	miR-218-5p	------|	RNF114

AFF4	|------	miR-218-5p	------|	ROCK1

AFF4	|------	miR-218-5p	------|	SCAMP5

AFF4	|------	miR-218-5p	------|	SEC14L1

AFF4	|------	miR-218-5p	------|	SEC14L2

AFF4	|------	miR-218-5p	------|	SEC22C

AFF4	|------	miR-218-5p	------|	SEMA5A

AFF4	|------	miR-218-5p	------|	SEMA6A

AFF4	|------	miR-218-5p	------|	SETBP1

AFF4	|------	miR-218-5p	------|	SFXN5

AFF4	|------	miR-218-5p	------|	SH3BP4

AFF4	|------	miR-218-5p	------|	SHANK2

AFF4	|------	miR-218-5p	------|	SLC38A9

AFF4	|------	miR-218-5p	------|	SMYD1

AFF4	|------	miR-218-5p	------|	SNTB2

AFF4	|------	miR-218-5p	------|	SORBS1

AFF4	|------	miR-218-5p	------|	SPRED1

AFF4	|------	miR-218-5p	------|	STEAP3

AFF4	|------	miR-218-5p	------|	SYNGR1

AFF4	|------	miR-218-5p	------|	TEAD1

AFF4	|------	miR-218-5p	------|	THRB

AFF4	|------	miR-218-5p	------|	TMED8

AFF4	|------	miR-218-5p	------|	TMEM132B

AFF4	|------	miR-218-5p	------|	TNC

AFF4	|------	miR-218-5p	------|	TRIO

AFF4	|------	miR-218-5p	------|	TSHZ2

AFF4	|------	miR-218-5p	------|	TSPAN3

AFF4	|------	miR-218-5p	------|	TSPAN5

AFF4	|------	miR-218-5p	------|	UBE2H

AFF4	|------	miR-218-5p	------|	USP31

AFF4	|------	miR-218-5p	------|	WIPI2

AFF4	|------	miR-218-5p	------|	YPEL2

AFF4	|------	miR-218-5p	------|	ZBTB16

AFF4	|------	miR-218-5p	------|	ZBTB20

AFF4	|------	miR-218-5p	------|	ZC3H12B

AFF4	|------	miR-218-5p	------|	ZNF462

OTX2	|------	miR-218-5p	------|	ACSL1

OTX2	|------	miR-218-5p	------|	ACTN1

OTX2	|------	miR-218-5p	------|	ADARB1

OTX2	|------	miR-218-5p	------|	ANKRD40

OTX2	|------	miR-218-5p	------|	APH1B

OTX2	|------	miR-218-5p	------|	ARHGAP5

OTX2	|------	miR-218-5p	------|	BAZ2B

OTX2	|------	miR-218-5p	------|	BBX

OTX2	|------	miR-218-5p	------|	C1orf21

OTX2	|------	miR-218-5p	------|	CA2

OTX2	|------	miR-218-5p	------|	CAB39L

OTX2	|------	miR-218-5p	------|	CADM2

OTX2	|------	miR-218-5p	------|	CALN1

OTX2	|------	miR-218-5p	------|	CBX7

OTX2	|------	miR-218-5p	------|	CDCA7L

OTX2	|------	miR-218-5p	------|	CDH2

OTX2	|------	miR-218-5p	------|	CELF1

OTX2	|------	miR-218-5p	------|	CHL1

OTX2	|------	miR-218-5p	------|	CLDN2

OTX2	|------	miR-218-5p	------|	CNN1

OTX2	|------	miR-218-5p	------|	CNOT6L

OTX2	|------	miR-218-5p	------|	CNOT7

OTX2	|------	miR-218-5p	------|	COPS7B

OTX2	|------	miR-218-5p	------|	CTDSPL

OTX2	|------	miR-218-5p	------|	DCBLD2

OTX2	|------	miR-218-5p	------|	DCUN1D1

OTX2	|------	miR-218-5p	------|	DKK3

OTX2	|------	miR-218-5p	------|	DST

OTX2	|------	miR-218-5p	------|	ELOVL5

OTX2	|------	miR-218-5p	------|	EPHA7

OTX2	|------	miR-218-5p	------|	ERRFI1

OTX2	|------	miR-218-5p	------|	FAM126A

OTX2	|------	miR-218-5p	------|	FAM171B

OTX2	|------	miR-218-5p	------|	FGD4

OTX2	|------	miR-218-5p	------|	FGFR2

OTX2	|------	miR-218-5p	------|	FHOD3

OTX2	|------	miR-218-5p	------|	FOXN3

OTX2	|------	miR-218-5p	------|	FRMD4A

OTX2	|------	miR-218-5p	------|	FRMD4B

OTX2	|------	miR-218-5p	------|	FRZB

OTX2	|------	miR-218-5p	------|	FUT9

OTX2	|------	miR-218-5p	------|	GATC

OTX2	|------	miR-218-5p	------|	GFPT1

OTX2	|------	miR-218-5p	------|	GFRA1

OTX2	|------	miR-218-5p	------|	GNAS

OTX2	|------	miR-218-5p	------|	GPRC5B

OTX2	|------	miR-218-5p	------|	GTF2H3

OTX2	|------	miR-218-5p	------|	HLF

OTX2	|------	miR-218-5p	------|	HNRNPA3

OTX2	|------	miR-218-5p	------|	HOXD10

OTX2	|------	miR-218-5p	------|	HPGD

OTX2	|------	miR-218-5p	------|	INHBB

OTX2	|------	miR-218-5p	------|	KCNE1

OTX2	|------	miR-218-5p	------|	KCNH1

OTX2	|------	miR-218-5p	------|	KCNIP3

OTX2	|------	miR-218-5p	------|	KCTD9

OTX2	|------	miR-218-5p	------|	KIAA1324

OTX2	|------	miR-218-5p	------|	KIT

OTX2	|------	miR-218-5p	------|	KLF8

OTX2	|------	miR-218-5p	------|	KLHL13

OTX2	|------	miR-218-5p	------|	LIN7A

OTX2	|------	miR-218-5p	------|	LPP

OTX2	|------	miR-218-5p	------|	MAPK8IP3

OTX2	|------	miR-218-5p	------|	MME

OTX2	|------	miR-218-5p	------|	MPPED2

OTX2	|------	miR-218-5p	------|	MTHFSD

OTX2	|------	miR-218-5p	------|	NFIX

OTX2	|------	miR-218-5p	------|	NPY1R

OTX2	|------	miR-218-5p	------|	PAK3

OTX2	|------	miR-218-5p	------|	PCDHB16

OTX2	|------	miR-218-5p	------|	PDGFRA

OTX2	|------	miR-218-5p	------|	PIK3C2A

OTX2	|------	miR-218-5p	------|	PIK3R1

OTX2	|------	miR-218-5p	------|	PPP1CB

OTX2	|------	miR-218-5p	------|	PPP6C

OTX2	|------	miR-218-5p	------|	PROX1

OTX2	|------	miR-218-5p	------|	PTPRK

OTX2	|------	miR-218-5p	------|	PUM1

OTX2	|------	miR-218-5p	------|	QSER1

OTX2	|------	miR-218-5p	------|	RAPGEF2

OTX2	|------	miR-218-5p	------|	RAPGEF4

OTX2	|------	miR-218-5p	------|	RASAL2

OTX2	|------	miR-218-5p	------|	RASGEF1A

OTX2	|------	miR-218-5p	------|	RIMS3

OTX2	|------	miR-218-5p	------|	RNF114

OTX2	|------	miR-218-5p	------|	ROCK1

OTX2	|------	miR-218-5p	------|	SCAMP5

OTX2	|------	miR-218-5p	------|	SEC14L1

OTX2	|------	miR-218-5p	------|	SEC14L2

OTX2	|------	miR-218-5p	------|	SEC22C

OTX2	|------	miR-218-5p	------|	SEMA5A

OTX2	|------	miR-218-5p	------|	SEMA6A

OTX2	|------	miR-218-5p	------|	SETBP1

OTX2	|------	miR-218-5p	------|	SFXN5

OTX2	|------	miR-218-5p	------|	SH3BP4

OTX2	|------	miR-218-5p	------|	SHANK2

OTX2	|------	miR-218-5p	------|	SLC38A9

OTX2	|------	miR-218-5p	------|	SMYD1

OTX2	|------	miR-218-5p	------|	SNTB2

OTX2	|------	miR-218-5p	------|	SORBS1

OTX2	|------	miR-218-5p	------|	SPRED1

OTX2	|------	miR-218-5p	------|	STEAP3

OTX2	|------	miR-218-5p	------|	SYNGR1

OTX2	|------	miR-218-5p	------|	TEAD1

OTX2	|------	miR-218-5p	------|	THRB

OTX2	|------	miR-218-5p	------|	TMED8

OTX2	|------	miR-218-5p	------|	TMEM132B

OTX2	|------	miR-218-5p	------|	TNC

OTX2	|------	miR-218-5p	------|	TRIO

OTX2	|------	miR-218-5p	------|	TSHZ2

OTX2	|------	miR-218-5p	------|	TSPAN3

OTX2	|------	miR-218-5p	------|	TSPAN5

OTX2	|------	miR-218-5p	------|	UBE2H

OTX2	|------	miR-218-5p	------|	USP31

OTX2	|------	miR-218-5p	------|	WIPI2

OTX2	|------	miR-218-5p	------|	YPEL2

OTX2	|------	miR-218-5p	------|	ZBTB16

OTX2	|------	miR-218-5p	------|	ZBTB20

OTX2	|------	miR-218-5p	------|	ZC3H12B

OTX2	|------	miR-218-5p	------|	ZNF462

SP1	|------	miR-218-5p	------|	ACSL1

SP1	|------	miR-218-5p	------|	ACTN1

SP1	|------	miR-218-5p	------|	ADARB1

SP1	|------	miR-218-5p	------|	ANKRD40

SP1	|------	miR-218-5p	------|	APH1B

SP1	|------	miR-218-5p	------|	ARHGAP5

SP1	|------	miR-218-5p	------|	BAZ2B

SP1	|------	miR-218-5p	------|	BBX

SP1	|------	miR-218-5p	------|	C1orf21

SP1	|------	miR-218-5p	------|	CA2

SP1	|------	miR-218-5p	------|	CAB39L

SP1	|------	miR-218-5p	------|	CADM2

SP1	|------	miR-218-5p	------|	CALN1

SP1	|------	miR-218-5p	------|	CBX7

SP1	|------	miR-218-5p	------|	CDCA7L

SP1	|------	miR-218-5p	------|	CDH2

SP1	|------	miR-218-5p	------|	CELF1

SP1	|------	miR-218-5p	------|	CHL1

SP1	|------	miR-218-5p	------|	CLDN2

SP1	|------	miR-218-5p	------|	CNN1

SP1	|------	miR-218-5p	------|	CNOT6L

SP1	|------	miR-218-5p	------|	CNOT7

SP1	|------	miR-218-5p	------|	COPS7B

SP1	|------	miR-218-5p	------|	CTDSPL

SP1	|------	miR-218-5p	------|	DCBLD2

SP1	|------	miR-218-5p	------|	DCUN1D1

SP1	|------	miR-218-5p	------|	DKK3

SP1	|------	miR-218-5p	------|	DST

SP1	|------	miR-218-5p	------|	ELOVL5

SP1	|------	miR-218-5p	------|	EPHA7

SP1	|------	miR-218-5p	------|	ERRFI1

SP1	|------	miR-218-5p	------|	FAM126A

SP1	|------	miR-218-5p	------|	FAM171B

SP1	|------	miR-218-5p	------|	FGD4

SP1	|------	miR-218-5p	------|	FGFR2

SP1	|------	miR-218-5p	------|	FHOD3

SP1	|------	miR-218-5p	------|	FOXN3

SP1	|------	miR-218-5p	------|	FRMD4A

SP1	|------	miR-218-5p	------|	FRMD4B

SP1	|------	miR-218-5p	------|	FRZB

SP1	|------	miR-218-5p	------|	FUT9

SP1	|------	miR-218-5p	------|	GATC

SP1	|------	miR-218-5p	------|	GFPT1

SP1	|------	miR-218-5p	------|	GFRA1

SP1	|------	miR-218-5p	------|	GNAS

SP1	|------	miR-218-5p	------|	GPRC5B

SP1	|------	miR-218-5p	------|	GTF2H3

SP1	|------	miR-218-5p	------|	HLF

SP1	|------	miR-218-5p	------|	HNRNPA3

SP1	|------	miR-218-5p	------|	HOXD10

SP1	|------	miR-218-5p	------|	HPGD

SP1	|------	miR-218-5p	------|	INHBB

SP1	|------	miR-218-5p	------|	KCNE1

SP1	|------	miR-218-5p	------|	KCNH1

SP1	|------	miR-218-5p	------|	KCNIP3

SP1	|------	miR-218-5p	------|	KCTD9

SP1	|------	miR-218-5p	------|	KIAA1324

SP1	|------	miR-218-5p	------|	KIT

SP1	|------	miR-218-5p	------|	KLF8

SP1	|------	miR-218-5p	------|	KLHL13

SP1	|------	miR-218-5p	------|	LIN7A

SP1	|------	miR-218-5p	------|	LPP

SP1	|------	miR-218-5p	------|	MAPK8IP3

SP1	|------	miR-218-5p	------|	MME

SP1	|------	miR-218-5p	------|	MPPED2

SP1	|------	miR-218-5p	------|	MTHFSD

SP1	|------	miR-218-5p	------|	NFIX

SP1	|------	miR-218-5p	------|	NPY1R

SP1	|------	miR-218-5p	------|	PAK3

SP1	|------	miR-218-5p	------|	PCDHB16

SP1	|------	miR-218-5p	------|	PDGFRA

SP1	|------	miR-218-5p	------|	PIK3C2A

SP1	|------	miR-218-5p	------|	PIK3R1

SP1	|------	miR-218-5p	------|	PPP1CB

SP1	|------	miR-218-5p	------|	PPP6C

SP1	|------	miR-218-5p	------|	PROX1

SP1	|------	miR-218-5p	------|	PTPRK

SP1	|------	miR-218-5p	------|	PUM1

SP1	|------	miR-218-5p	------|	QSER1

SP1	|------	miR-218-5p	------|	RAPGEF2

SP1	|------	miR-218-5p	------|	RAPGEF4

SP1	|------	miR-218-5p	------|	RASAL2

SP1	|------	miR-218-5p	------|	RASGEF1A

SP1	|------	miR-218-5p	------|	RIMS3

SP1	|------	miR-218-5p	------|	RNF114

SP1	|------	miR-218-5p	------|	ROCK1

SP1	|------	miR-218-5p	------|	SCAMP5

SP1	|------	miR-218-5p	------|	SEC14L1

SP1	|------	miR-218-5p	------|	SEC14L2

SP1	|------	miR-218-5p	------|	SEC22C

SP1	|------	miR-218-5p	------|	SEMA5A

SP1	|------	miR-218-5p	------|	SEMA6A

SP1	|------	miR-218-5p	------|	SETBP1

SP1	|------	miR-218-5p	------|	SFXN5

SP1	|------	miR-218-5p	------|	SH3BP4

SP1	|------	miR-218-5p	------|	SHANK2

SP1	|------	miR-218-5p	------|	SLC38A9

SP1	|------	miR-218-5p	------|	SMYD1

SP1	|------	miR-218-5p	------|	SNTB2

SP1	|------	miR-218-5p	------|	SORBS1

SP1	|------	miR-218-5p	------|	SPRED1

SP1	|------	miR-218-5p	------|	STEAP3

SP1	|------	miR-218-5p	------|	SYNGR1

SP1	|------	miR-218-5p	------|	TEAD1

SP1	|------	miR-218-5p	------|	THRB

SP1	|------	miR-218-5p	------|	TMED8

SP1	|------	miR-218-5p	------|	TMEM132B

SP1	|------	miR-218-5p	------|	TNC

SP1	|------	miR-218-5p	------|	TRIO

SP1	|------	miR-218-5p	------|	TSHZ2

SP1	|------	miR-218-5p	------|	TSPAN3

SP1	|------	miR-218-5p	------|	TSPAN5

SP1	|------	miR-218-5p	------|	UBE2H

SP1	|------	miR-218-5p	------|	USP31

SP1	|------	miR-218-5p	------|	WIPI2

SP1	|------	miR-218-5p	------|	YPEL2

SP1	|------	miR-218-5p	------|	ZBTB16

SP1	|------	miR-218-5p	------|	ZBTB20

SP1	|------	miR-218-5p	------|	ZC3H12B

SP1	|------	miR-218-5p	------|	ZNF462

TP73	|------	miR-218-5p	------|	ACSL1

TP73	|------	miR-218-5p	------|	ACTN1

TP73	|------	miR-218-5p	------|	ADARB1

TP73	|------	miR-218-5p	------|	ANKRD40

TP73	|------	miR-218-5p	------|	APH1B

TP73	|------	miR-218-5p	------|	ARHGAP5

TP73	|------	miR-218-5p	------|	BAZ2B

TP73	|------	miR-218-5p	------|	BBX

TP73	|------	miR-218-5p	------|	C1orf21

TP73	|------	miR-218-5p	------|	CA2

TP73	|------	miR-218-5p	------|	CAB39L

TP73	|------	miR-218-5p	------|	CADM2

TP73	|------	miR-218-5p	------|	CALN1

TP73	|------	miR-218-5p	------|	CBX7

TP73	|------	miR-218-5p	------|	CDCA7L

TP73	|------	miR-218-5p	------|	CDH2

TP73	|------	miR-218-5p	------|	CELF1

TP73	|------	miR-218-5p	------|	CHL1

TP73	|------	miR-218-5p	------|	CLDN2

TP73	|------	miR-218-5p	------|	CNN1

TP73	|------	miR-218-5p	------|	CNOT6L

TP73	|------	miR-218-5p	------|	CNOT7

TP73	|------	miR-218-5p	------|	COPS7B

TP73	|------	miR-218-5p	------|	CTDSPL

TP73	|------	miR-218-5p	------|	DCBLD2

TP73	|------	miR-218-5p	------|	DCUN1D1

TP73	|------	miR-218-5p	------|	DKK3

TP73	|------	miR-218-5p	------|	DST

TP73	|------	miR-218-5p	------|	ELOVL5

TP73	|------	miR-218-5p	------|	EPHA7

TP73	|------	miR-218-5p	------|	ERRFI1

TP73	|------	miR-218-5p	------|	FAM126A

TP73	|------	miR-218-5p	------|	FAM171B

TP73	|------	miR-218-5p	------|	FGD4

TP73	|------	miR-218-5p	------|	FGFR2

TP73	|------	miR-218-5p	------|	FHOD3

TP73	|------	miR-218-5p	------|	FOXN3

TP73	|------	miR-218-5p	------|	FRMD4A

TP73	|------	miR-218-5p	------|	FRMD4B

TP73	|------	miR-218-5p	------|	FRZB

TP73	|------	miR-218-5p	------|	FUT9

TP73	|------	miR-218-5p	------|	GATC

TP73	|------	miR-218-5p	------|	GFPT1

TP73	|------	miR-218-5p	------|	GFRA1

TP73	|------	miR-218-5p	------|	GNAS

TP73	|------	miR-218-5p	------|	GPRC5B

TP73	|------	miR-218-5p	------|	GTF2H3

TP73	|------	miR-218-5p	------|	HLF

TP73	|------	miR-218-5p	------|	HNRNPA3

TP73	|------	miR-218-5p	------|	HOXD10

TP73	|------	miR-218-5p	------|	HPGD

TP73	|------	miR-218-5p	------|	INHBB

TP73	|------	miR-218-5p	------|	KCNE1

TP73	|------	miR-218-5p	------|	KCNH1

TP73	|------	miR-218-5p	------|	KCNIP3

TP73	|------	miR-218-5p	------|	KCTD9

TP73	|------	miR-218-5p	------|	KIAA1324

TP73	|------	miR-218-5p	------|	KIT

TP73	|------	miR-218-5p	------|	KLF8

TP73	|------	miR-218-5p	------|	KLHL13

TP73	|------	miR-218-5p	------|	LIN7A

TP73	|------	miR-218-5p	------|	LPP

TP73	|------	miR-218-5p	------|	MAPK8IP3

TP73	|------	miR-218-5p	------|	MME

TP73	|------	miR-218-5p	------|	MPPED2

TP73	|------	miR-218-5p	------|	MTHFSD

TP73	|------	miR-218-5p	------|	NFIX

TP73	|------	miR-218-5p	------|	NPY1R

TP73	|------	miR-218-5p	------|	PAK3

TP73	|------	miR-218-5p	------|	PCDHB16

TP73	|------	miR-218-5p	------|	PDGFRA

TP73	|------	miR-218-5p	------|	PIK3C2A

TP73	|------	miR-218-5p	------|	PIK3R1

TP73	|------	miR-218-5p	------|	PPP1CB

TP73	|------	miR-218-5p	------|	PPP6C

TP73	|------	miR-218-5p	------|	PROX1

TP73	|------	miR-218-5p	------|	PTPRK

TP73	|------	miR-218-5p	------|	PUM1

TP73	|------	miR-218-5p	------|	QSER1

TP73	|------	miR-218-5p	------|	RAPGEF2

TP73	|------	miR-218-5p	------|	RAPGEF4

TP73	|------	miR-218-5p	------|	RASAL2

TP73	|------	miR-218-5p	------|	RASGEF1A

TP73	|------	miR-218-5p	------|	RIMS3

TP73	|------	miR-218-5p	------|	RNF114

TP73	|------	miR-218-5p	------|	ROCK1

TP73	|------	miR-218-5p	------|	SCAMP5

TP73	|------	miR-218-5p	------|	SEC14L1

TP73	|------	miR-218-5p	------|	SEC14L2

TP73	|------	miR-218-5p	------|	SEC22C

TP73	|------	miR-218-5p	------|	SEMA5A

TP73	|------	miR-218-5p	------|	SEMA6A

TP73	|------	miR-218-5p	------|	SETBP1

TP73	|------	miR-218-5p	------|	SFXN5

TP73	|------	miR-218-5p	------|	SH3BP4

TP73	|------	miR-218-5p	------|	SHANK2

